Year,Month,Day,Hour,Minute,Second,Millisecond,Voltage,Current
2025,07,17,15,02,55,862,0000,0000
2025,07,17,15,02,55,875,0000,0000
2025,07,17,15,02,55,888,0000,0000
2025,07,17,15,02,55,902,0000,0000
2025,07,17,15,02,55,915,0000,0000
2025,07,17,15,02,55,929,0000,0000
2025,07,17,15,02,55,942,0000,0000
2025,07,17,15,02,55,956,0000,0000
2025,07,17,15,02,55,969,0000,0000
2025,07,17,15,02,55,983,0000,0000
2025,07,17,15,02,55,996,0000,0000
2025,07,17,15,02,56,010,0000,0000
2025,07,17,15,02,56,023,0000,0000
2025,07,17,15,02,56,037,0000,0000
2025,07,17,15,02,56,050,0000,0000
2025,07,17,15,02,56,063,0000,0000
2025,07,17,15,02,56,077,0000,0000
2025,07,17,15,02,56,091,0000,0000
2025,07,17,15,02,56,104,0000,0000
2025,07,17,15,02,56,117,0000,0000
2025,07,17,15,02,56,131,0000,0000
2025,07,17,15,02,56,144,0000,0000
2025,07,17,15,02,56,158,0000,0000
2025,07,17,15,02,56,171,0000,0000
2025,07,17,15,02,56,185,0000,0000
2025,07,17,15,02,56,198,0000,0000
2025,07,17,15,02,56,212,0000,0000
2025,07,17,15,02,56,225,0000,0000
2025,07,17,15,02,56,238,0000,0000
2025,07,17,15,02,56,252,0000,0000
2025,07,17,15,02,56,265,0000,0000
2025,07,17,15,02,56,279,0000,0000
2025,07,17,15,02,56,292,0000,0000
2025,07,17,15,02,56,306,0000,0000
2025,07,17,15,02,56,319,0000,0000
2025,07,17,15,02,56,332,0000,0000
2025,07,17,15,02,56,346,0000,0000
2025,07,17,15,02,56,359,0000,0000
2025,07,17,15,02,56,373,0000,0000
2025,07,17,15,02,56,386,0000,0000
2025,07,17,15,02,56,400,0000,0000
2025,07,17,15,02,56,413,0000,0000
2025,07,17,15,02,56,426,0000,0000
2025,07,17,15,02,56,440,0000,0000
2025,07,17,15,02,56,453,0000,0000
2025,07,17,15,02,56,467,0000,0000
2025,07,17,15,02,56,480,0000,0000
2025,07,17,15,02,56,494,0000,0000
2025,07,17,15,02,56,507,0000,0000
2025,07,17,15,02,56,520,0000,0000
2025,07,17,15,02,56,534,0000,0000
2025,07,17,15,02,56,547,0000,0000
2025,07,17,15,02,56,561,0000,0000
2025,07,17,15,02,56,574,0000,0000
2025,07,17,15,02,56,588,0000,0000
2025,07,17,15,02,56,601,0000,0000
2025,07,17,15,02,56,615,0000,0000
2025,07,17,15,02,56,628,0000,0000
2025,07,17,15,02,56,642,0000,0000
2025,07,17,15,02,56,655,0000,0000
2025,07,17,15,02,56,669,0000,0000
2025,07,17,15,02,56,682,0000,0000
2025,07,17,15,02,56,695,0000,0000
2025,07,17,15,02,56,709,0000,0000
2025,07,17,15,02,56,722,0000,0000
2025,07,17,15,02,56,736,0000,0000
2025,07,17,15,02,56,749,0000,0000
2025,07,17,15,02,56,763,0000,0000
2025,07,17,15,02,56,776,0000,0000
2025,07,17,15,02,56,790,0000,0000
2025,07,17,15,02,56,803,0000,0000
2025,07,17,15,02,56,817,0000,0000
2025,07,17,15,02,56,830,0000,0000
2025,07,17,15,02,56,844,0000,0000
2025,07,17,15,02,56,857,0000,0000
2025,07,17,15,02,56,871,0000,0000
2025,07,17,15,02,56,884,0000,0000
2025,07,17,15,02,56,898,0000,0000
2025,07,17,15,02,56,911,0000,0000
2025,07,17,15,02,56,925,0000,0000
2025,07,17,15,02,56,938,0000,0000
2025,07,17,15,02,56,952,0000,0000
2025,07,17,15,02,56,965,0000,0000
2025,07,17,15,02,56,979,0000,0000
2025,07,17,15,02,56,992,0000,0000
2025,07,17,15,02,57,005,0000,0000
2025,07,17,15,02,57,019,0000,0000
2025,07,17,15,02,57,032,0000,0000
2025,07,17,15,02,57,046,0000,0000
2025,07,17,15,02,57,059,0000,0000
2025,07,17,15,02,57,073,0000,0000
2025,07,17,15,02,57,086,0000,0000
2025,07,17,15,02,57,100,0000,0000
2025,07,17,15,02,57,113,0000,0000
2025,07,17,15,02,57,126,0000,0000
2025,07,17,15,02,57,140,0000,0000
2025,07,17,15,02,57,153,0000,0000
2025,07,17,15,02,57,167,0000,0000
2025,07,17,15,02,57,180,0000,0000
2025,07,17,15,02,57,194,0000,0000
2025,07,17,15,02,57,207,0000,0000
2025,07,17,15,02,57,221,0000,0000
2025,07,17,15,02,57,234,0000,0000
2025,07,17,15,02,57,248,0000,0000
2025,07,17,15,02,57,261,0000,0000
2025,07,17,15,02,57,275,0000,0000
2025,07,17,15,02,57,288,0000,0000
2025,07,17,15,02,57,301,0000,0000
2025,07,17,15,02,57,315,0000,0000
2025,07,17,15,02,57,328,0000,0000
2025,07,17,15,02,57,342,0000,0000
2025,07,17,15,02,57,355,0000,0000
2025,07,17,15,02,57,369,0000,0000
2025,07,17,15,02,57,382,0000,0000
2025,07,17,15,02,57,396,0000,0000
2025,07,17,15,02,57,409,0000,0000
2025,07,17,15,02,57,422,0000,0000
2025,07,17,15,02,57,436,0000,0000
2025,07,17,15,02,57,449,0000,0000
2025,07,17,15,02,57,463,0000,0000
2025,07,17,15,02,57,476,0000,0000
2025,07,17,15,02,57,490,0000,0000
2025,07,17,15,02,57,503,0000,0000
2025,07,17,15,02,57,517,0000,0000
2025,07,17,15,02,57,530,0000,0000
2025,07,17,15,02,57,544,0000,0000
