Year,Month,Day,Hour,Minute,Second,Millisecond,Voltage,Current
2025,07,16,16,52,29,439,0000,0000
2025,07,16,16,52,29,539,0000,0000
2025,07,16,16,52,29,639,0000,0000
2025,07,16,16,52,29,739,0000,0000
2025,07,16,16,52,29,839,0000,0000
2025,07,16,16,52,29,939,0000,0000
2025,07,16,16,52,30,039,0000,0000
2025,07,16,16,52,30,139,0000,0000
2025,07,16,16,52,30,239,0000,0000
2025,07,16,16,52,30,339,0000,0000
2025,07,16,16,52,30,439,0000,0000
2025,07,16,16,52,30,539,0000,0000
2025,07,16,16,52,30,639,0000,0000
2025,07,16,16,52,30,739,0000,0000
2025,07,16,16,52,30,839,0000,0000
2025,07,16,16,52,30,939,0000,0000
2025,07,16,16,52,31,039,0000,0000
2025,07,16,16,52,31,139,0000,0000
2025,07,16,16,52,31,239,0000,0000
2025,07,16,16,52,31,339,0000,0000
2025,07,16,16,52,31,439,0000,0000
2025,07,16,16,52,31,539,0000,0000
2025,07,16,16,52,31,639,0000,0000
2025,07,16,16,52,31,739,0000,0000
2025,07,16,16,52,31,839,0000,0000
2025,07,16,16,52,31,939,0000,0000
2025,07,16,16,52,32,039,0000,0000
2025,07,16,16,52,32,139,0000,0000
2025,07,16,16,52,32,239,0000,0000
2025,07,16,16,52,32,339,0000,0000
2025,07,16,16,52,32,439,0000,0000
2025,07,16,16,52,32,539,0000,0000
2025,07,16,16,52,32,639,0000,0000
2025,07,16,16,52,32,739,0000,0000
2025,07,16,16,52,32,839,0000,0000
2025,07,16,16,52,32,939,0000,0000
2025,07,16,16,52,33,039,0000,0000
2025,07,16,16,52,33,139,0000,0000
2025,07,16,16,52,33,239,0000,0000
2025,07,16,16,52,33,339,0000,0000
2025,07,16,16,52,33,439,0000,0000
2025,07,16,16,52,33,539,0000,0000
2025,07,16,16,52,33,639,0000,0000
2025,07,16,16,52,33,739,0000,0000
2025,07,16,16,52,33,839,0000,0000
2025,07,16,16,52,33,939,0000,0000
2025,07,16,16,52,34,039,0000,0000
2025,07,16,16,52,34,139,0000,0000
2025,07,16,16,52,34,239,0000,0000
2025,07,16,16,52,34,339,0000,0000
2025,07,16,16,52,34,439,0000,0000
2025,07,16,16,52,34,539,0000,0000
2025,07,16,16,52,34,639,0000,0000
2025,07,16,16,52,34,739,0000,0000
2025,07,16,16,52,34,839,0000,0000
2025,07,16,16,52,34,939,0000,0000
2025,07,16,16,52,35,039,0000,0000
2025,07,16,16,52,35,139,0000,0000
2025,07,16,16,52,35,239,0000,0000
2025,07,16,16,52,35,339,0000,0000
2025,07,16,16,52,35,439,0000,0000
2025,07,16,16,52,35,539,0000,0000
2025,07,16,16,52,35,639,0000,0000
2025,07,16,16,52,35,739,0000,0000
2025,07,16,16,52,35,839,0000,0000
2025,07,16,16,52,35,939,0000,0000
2025,07,16,16,52,36,039,0000,0000
2025,07,16,16,52,36,139,0000,0000
2025,07,16,16,52,36,239,0000,0000
2025,07,16,16,52,36,339,0000,0000
2025,07,16,16,52,36,439,0000,0000
2025,07,16,16,52,36,539,0000,0000
2025,07,16,16,52,36,639,0000,0000
2025,07,16,16,52,36,739,0000,0000
2025,07,16,16,52,36,839,0000,0000
2025,07,16,16,52,36,939,0000,0000
2025,07,16,16,52,37,039,0000,0000
2025,07,16,16,52,37,139,0000,0000
2025,07,16,16,52,37,239,0000,0000
2025,07,16,16,52,37,339,0000,0000
2025,07,16,16,52,37,439,0000,0000
2025,07,16,16,52,37,539,0000,0000
2025,07,16,16,52,37,639,0000,0000
2025,07,16,16,52,37,739,0000,0000
2025,07,16,16,52,37,839,0000,0000
2025,07,16,16,52,37,939,0000,0000
2025,07,16,16,52,38,039,0000,0000
2025,07,16,16,52,38,139,0000,0000
2025,07,16,16,52,38,239,0000,0000
2025,07,16,16,52,38,339,0000,0000
2025,07,16,16,52,38,439,0000,0000
2025,07,16,16,52,38,539,0000,0000
2025,07,16,16,52,38,639,0000,0000
2025,07,16,16,52,38,739,0000,0000
2025,07,16,16,52,38,839,0000,0000
2025,07,16,16,52,38,939,0000,0000
2025,07,16,16,52,39,039,0000,0000
2025,07,16,16,52,39,139,0000,0000
2025,07,16,16,52,39,239,0000,0000
2025,07,16,16,52,39,339,0000,0000
2025,07,16,16,52,39,439,0000,0000
2025,07,16,16,52,39,539,0000,0000
2025,07,16,16,52,39,639,0000,0000
2025,07,16,16,52,39,739,0000,0000
2025,07,16,16,52,39,839,0000,0000
2025,07,16,16,52,39,939,0000,0000
2025,07,16,16,52,40,039,0000,0000
2025,07,16,16,52,40,139,0000,0000
2025,07,16,16,52,40,239,0000,0000
2025,07,16,16,52,40,339,0000,0000
2025,07,16,16,52,40,439,0000,0000
2025,07,16,16,52,40,539,0000,0000
2025,07,16,16,52,40,639,0000,0000
2025,07,16,16,52,40,739,0000,0000
2025,07,16,16,52,40,839,0000,0000
2025,07,16,16,52,40,939,0000,0000
2025,07,16,16,52,41,039,0000,0000
2025,07,16,16,52,41,139,0000,0000
2025,07,16,16,52,41,239,0000,0000
2025,07,16,16,52,41,339,0000,0000
2025,07,16,16,52,41,439,0000,0000
2025,07,16,16,52,41,539,0000,0000
2025,07,16,16,52,41,639,0000,0000
2025,07,16,16,52,41,739,0000,0000
2025,07,16,16,52,41,839,0000,0000
2025,07,16,16,52,41,939,0000,0000
2025,07,16,16,52,42,039,0000,0000
2025,07,16,16,52,42,139,0000,0000
2025,07,16,16,52,42,239,0000,0000
2025,07,16,16,52,42,339,0000,0000
2025,07,16,16,52,42,439,0000,0000
2025,07,16,16,52,42,539,0000,0000
2025,07,16,16,52,42,639,0000,0000
2025,07,16,16,52,42,739,0000,0000
2025,07,16,16,52,42,839,0000,0000
2025,07,16,16,52,42,939,0000,0000
2025,07,16,16,52,43,039,0000,0000
2025,07,16,16,52,43,139,0000,0000
2025,07,16,16,52,43,239,0000,0000
2025,07,16,16,52,43,339,0000,0000
2025,07,16,16,52,43,439,0000,0000
2025,07,16,16,52,43,539,0000,0000
2025,07,16,16,52,43,639,0000,0000
2025,07,16,16,52,43,739,0000,0000
2025,07,16,16,52,43,839,0000,0000
2025,07,16,16,52,43,939,0000,0000
2025,07,16,16,52,44,039,0000,0000
2025,07,16,16,52,44,139,0000,0000
2025,07,16,16,52,44,239,0000,0000
2025,07,16,16,52,44,339,0000,0000
2025,07,16,16,52,44,439,0000,0000
2025,07,16,16,52,44,539,0000,0000
2025,07,16,16,52,44,639,0000,0000
2025,07,16,16,52,44,739,0000,0000
2025,07,16,16,52,44,839,0000,0000
2025,07,16,16,52,44,939,0000,0000
2025,07,16,16,52,45,039,0000,0000
2025,07,16,16,52,45,139,0000,0000
2025,07,16,16,52,45,239,0000,0000
2025,07,16,16,52,45,339,0000,0000
2025,07,16,16,52,45,439,0000,0000
2025,07,16,16,52,45,539,0000,0000
2025,07,16,16,52,45,639,0000,0000
2025,07,16,16,52,45,739,0000,0000
2025,07,16,16,52,45,839,0000,0000
2025,07,16,16,52,45,939,0000,0000
2025,07,16,16,52,46,039,0000,0000
2025,07,16,16,52,46,139,0000,0000
2025,07,16,16,52,46,239,0000,0000
2025,07,16,16,52,46,339,0000,0000
2025,07,16,16,52,46,439,0000,0000
2025,07,16,16,52,46,539,0000,0000
2025,07,16,16,52,46,639,0000,0000
2025,07,16,16,52,46,739,0000,0000
2025,07,16,16,52,46,839,0000,0000
2025,07,16,16,52,46,939,0000,0000
2025,07,16,16,52,47,039,0000,0000
2025,07,16,16,52,47,139,0000,0000
2025,07,16,16,52,47,239,0000,0000
2025,07,16,16,52,47,339,0000,0000
2025,07,16,16,52,47,439,0000,0000
2025,07,16,16,52,47,539,0000,0000
2025,07,16,16,52,47,639,0000,0000
2025,07,16,16,52,47,739,0000,0000
2025,07,16,16,52,47,839,0000,0000
2025,07,16,16,52,47,939,0000,0000
2025,07,16,16,52,48,039,0000,0000
2025,07,16,16,52,48,139,0000,0000
2025,07,16,16,52,48,239,0000,0000
2025,07,16,16,52,48,339,0000,0000
2025,07,16,16,52,48,439,0000,0000
2025,07,16,16,52,48,539,0000,0000
2025,07,16,16,52,48,639,0000,0000
2025,07,16,16,52,48,739,0000,0000
2025,07,16,16,52,48,839,0000,0000
2025,07,16,16,52,48,939,0000,0000
2025,07,16,16,52,49,039,0000,0000
2025,07,16,16,52,49,139,0000,0000
2025,07,16,16,52,49,239,0000,0000
2025,07,16,16,52,49,339,0000,0000
2025,07,16,16,52,49,439,0000,0000
2025,07,16,16,52,49,539,0000,0000
2025,07,16,16,52,49,639,0000,0000
2025,07,16,16,52,49,739,0000,0000
2025,07,16,16,52,49,839,0000,0000
2025,07,16,16,52,49,939,0000,0000
2025,07,16,16,52,50,039,0000,0000
2025,07,16,16,52,50,139,0000,0000
2025,07,16,16,52,50,239,0000,0000
2025,07,16,16,52,50,339,0000,0000
2025,07,16,16,52,50,439,0000,0000
2025,07,16,16,52,50,539,0000,0000
2025,07,16,16,52,50,639,0000,0000
2025,07,16,16,52,50,739,0000,0000
2025,07,16,16,52,50,839,0000,0000
2025,07,16,16,52,50,939,0000,0000
2025,07,16,16,52,51,039,0000,0000
2025,07,16,16,52,51,139,0000,0000
2025,07,16,16,52,51,239,0000,0000
2025,07,16,16,52,51,339,0000,0000
2025,07,16,16,52,51,439,0000,0000
2025,07,16,16,52,51,539,0000,0000
2025,07,16,16,52,51,639,0000,0000
2025,07,16,16,52,51,739,0000,0000
2025,07,16,16,52,51,839,0000,0000
2025,07,16,16,52,51,939,0000,0000
2025,07,16,16,52,52,039,0000,0000
2025,07,16,16,52,52,139,0000,0000
2025,07,16,16,52,52,239,0000,0000
2025,07,16,16,52,52,339,0000,0000
2025,07,16,16,52,52,439,0000,0000
2025,07,16,16,52,52,539,0000,0000
2025,07,16,16,52,52,639,0000,0000
2025,07,16,16,52,52,739,0000,0000
2025,07,16,16,52,52,839,0000,0000
2025,07,16,16,52,52,939,0000,0000
2025,07,16,16,52,53,039,0000,0000
2025,07,16,16,52,53,139,0000,0000
2025,07,16,16,52,53,239,0000,0000
2025,07,16,16,52,53,339,0000,0000
2025,07,16,16,52,53,439,0000,0000
2025,07,16,16,52,53,539,0000,0000
2025,07,16,16,52,53,639,0000,0000
2025,07,16,16,52,53,739,0000,0000
2025,07,16,16,52,53,839,0000,0000
2025,07,16,16,52,53,939,0000,0000
2025,07,16,16,52,54,039,0000,0000
2025,07,16,16,52,54,139,0000,0000
2025,07,16,16,52,54,239,0000,0000
2025,07,16,16,52,54,339,0000,0000
2025,07,16,16,52,54,439,0000,0000
2025,07,16,16,52,56,509,837.406,28.6076
2025,07,16,16,52,56,539,4291.14,28.6076
2025,07,16,16,52,56,639,4291.14,28.6076
2025,07,16,16,52,56,739,4291.14,101.383
2025,07,16,16,52,56,839,4877.15,101.383
2025,07,16,16,52,56,939,4877.15,166.043
2025,07,16,16,52,57,039,4877.15,166.043
2025,07,16,16,52,57,139,4971.42,166.043
2025,07,16,16,52,57,239,4971.42,211.944
2025,07,16,16,52,57,339,4988.64,211.944
2025,07,16,16,52,57,439,4988.64,211.944
2025,07,16,16,52,57,539,4988.64,218.338
2025,07,16,16,52,57,639,4993.17,218.338
2025,07,16,16,52,57,739,4993.17,206.497
2025,07,16,16,52,57,839,4993.17,206.497
2025,07,16,16,52,57,939,4995.25,206.497
2025,07,16,16,52,58,039,4995.25,201.69
2025,07,16,16,52,58,139,4996.36,201.69
2025,07,16,16,52,58,239,4996.36,201.69
2025,07,16,16,52,58,339,4996.36,139.297
2025,07,16,16,52,58,439,4997.04,139.297
2025,07,16,16,52,58,539,4997.04,151.666
2025,07,16,16,52,58,639,4997.04,151.666
2025,07,16,16,52,58,739,4997.6,151.666
2025,07,16,16,52,58,839,4997.6,213.749
2025,07,16,16,52,58,939,4998.03,213.749
2025,07,16,16,52,59,039,4998.03,213.749
2025,07,16,16,52,59,139,4998.03,237.737
2025,07,16,16,52,59,239,4998.38,237.737
2025,07,16,16,52,59,339,4998.38,254.196
2025,07,16,16,52,59,439,4998.38,254.196
2025,07,16,16,52,59,539,4998.67,254.196
2025,07,16,16,52,59,639,4998.67,253.379
2025,07,16,16,52,59,739,4998.92,253.379
2025,07,16,16,52,59,839,4998.92,253.379
2025,07,16,16,52,59,939,4998.92,279.024
2025,07,16,16,53,00,039,4999.11,279.024
2025,07,16,16,53,00,139,4999.11,306.979
2025,07,16,16,53,00,239,4999.11,306.979
2025,07,16,16,53,00,339,4999.27,306.979
2025,07,16,16,53,00,439,4999.27,327.864
2025,07,16,16,53,00,539,4999.44,327.864
2025,07,16,16,53,00,639,4999.44,327.864
2025,07,16,16,53,00,739,4999.44,347.746
2025,07,16,16,53,00,839,4999.65,347.746
2025,07,16,16,53,00,939,4999.65,330.104
2025,07,16,16,53,01,039,4999.65,330.104
2025,07,16,16,53,01,139,4999.71,330.104
2025,07,16,16,53,01,239,4999.71,156.038
2025,07,16,16,53,01,339,4999.75,156.038
2025,07,16,16,53,01,439,4999.75,156.038
2025,07,16,16,53,01,539,4999.75,102.635
2025,07,16,16,53,01,639,4999.78,102.635
2025,07,16,16,53,01,739,4999.78,155.173
2025,07,16,16,53,01,839,4999.78,155.173
2025,07,16,16,53,01,939,5000.28,155.173
2025,07,16,16,53,02,039,5000.28,30.9321
2025,07,16,16,53,02,139,5000.07,30.9321
2025,07,16,16,53,02,239,5000.07,30.9321
2025,07,16,16,53,02,339,5000.07,103.317
2025,07,16,16,53,02,439,5000.11,103.317
2025,07,16,16,53,02,539,5000.11,137.865
2025,07,16,16,53,02,639,5000.11,137.865
2025,07,16,16,53,02,739,5000.22,137.865
2025,07,16,16,53,02,839,5000.22,184.744
2025,07,16,16,53,02,939,5000.28,184.744
2025,07,16,16,53,03,039,5000.28,184.744
2025,07,16,16,53,03,139,5000.28,192.76
2025,07,16,16,53,03,239,5000.39,192.76
2025,07,16,16,53,03,339,5000.39,148.239
2025,07,16,16,53,03,439,5000.39,148.239
2025,07,16,16,53,03,539,5000.43,148.239
2025,07,16,16,53,03,639,5000.43,134.734
2025,07,16,16,53,03,739,5000.74,134.734
2025,07,16,16,53,03,839,5000.74,134.734
2025,07,16,16,53,03,939,5000.74,35.6899
2025,07,16,16,53,04,039,5000.53,35.6899
2025,07,16,16,53,04,139,5000.53,16.2606
2025,07,16,16,53,04,239,5000.53,16.2606
2025,07,16,16,53,04,339,5000.53,16.2606
2025,07,16,16,53,04,439,5000.53,31.2879
2025,07,16,16,53,04,539,5000.57,31.2879
2025,07,16,16,53,04,639,5000.57,64.7397
2025,07,16,16,53,04,739,5000.57,64.7397
2025,07,16,16,53,04,839,5000.84,64.7397
2025,07,16,16,53,04,939,5000.84,0000
2025,07,16,16,53,05,039,5000.84,0000
2025,07,16,16,53,05,139,5000.62,0000
2025,07,16,16,53,05,239,5000.62,0000
2025,07,16,16,53,05,339,5000.52,0000
2025,07,16,16,53,05,439,5000.52,0000
2025,07,16,16,53,05,539,5000.52,76.5613
2025,07,16,16,53,05,639,5000.68,76.5613
2025,07,16,16,53,05,739,5000.68,166.312
2025,07,16,16,53,05,839,5000.68,166.312
2025,07,16,16,53,05,939,5000.46,166.312
2025,07,16,16,53,06,039,5000.46,221.555
2025,07,16,16,53,06,139,5000.76,221.555
2025,07,16,16,53,06,239,5000.76,221.555
2025,07,16,16,53,06,339,5000.76,245.795
2025,07,16,16,53,06,439,5000.8,245.795
2025,07,16,16,53,06,539,5000.8,260.222
2025,07,16,16,53,06,639,5000.8,260.222
2025,07,16,16,53,06,739,5000.85,260.222
2025,07,16,16,53,06,839,5000.85,279.399
2025,07,16,16,53,06,939,5000.87,279.399
2025,07,16,16,53,07,039,5000.87,290.859
2025,07,16,16,53,07,139,5000.87,290.859
2025,07,16,16,53,07,239,5000.86,290.859
2025,07,16,16,53,07,339,5000.86,311.727
2025,07,16,16,53,07,439,5000.86,311.727
2025,07,16,16,53,07,539,5000.89,311.727
2025,07,16,16,53,07,639,5000.89,337.6
2025,07,16,16,53,07,739,5000.63,337.6
2025,07,16,16,53,07,839,5000.63,337.6
2025,07,16,16,53,07,939,5000.63,375.121
2025,07,16,16,53,08,039,5000.88,375.121
2025,07,16,16,53,08,139,5000.88,408.04
2025,07,16,16,53,08,239,5000.88,408.04
2025,07,16,16,53,08,339,5000.94,408.04
2025,07,16,16,53,08,439,5000.94,437.85
2025,07,16,16,53,08,539,5000.97,437.85
2025,07,16,16,53,08,639,5000.97,437.85
2025,07,16,16,53,08,739,5000.97,386.333
2025,07,16,16,53,08,839,5000.97,386.333
2025,07,16,16,53,08,939,5000.97,333.225
2025,07,16,16,53,09,039,5000.97,333.225
2025,07,16,16,53,09,139,5000.8,333.225
2025,07,16,16,53,09,239,5000.8,376.448
2025,07,16,16,53,09,339,5000.74,376.448
2025,07,16,16,53,09,439,5000.74,376.448
2025,07,16,16,53,09,539,5000.74,311.422
2025,07,16,16,53,09,639,5000.98,311.422
2025,07,16,16,53,09,739,5000.98,255.647
2025,07,16,16,53,09,839,5000.98,255.647
2025,07,16,16,53,09,939,5001.03,255.647
2025,07,16,16,53,10,039,5001.03,281.962
2025,07,16,16,53,10,139,5001.1,281.962
2025,07,16,16,53,10,239,5001.1,281.962
2025,07,16,16,53,10,339,5001.1,301.183
2025,07,16,16,53,10,439,5001.08,301.183
2025,07,16,16,53,10,539,5001.08,318.234
2025,07,16,16,53,10,639,5001.08,318.234
2025,07,16,16,53,10,739,5001.1,318.234
2025,07,16,16,53,10,839,5001.1,290.934
2025,07,16,16,53,10,939,5001.09,290.934
2025,07,16,16,53,11,039,5001.09,290.934
2025,07,16,16,53,11,139,5001.09,295.792
2025,07,16,16,53,11,239,5001.12,295.792
2025,07,16,16,53,11,339,5001.12,247.868
2025,07,16,16,53,11,439,5001.12,247.868
2025,07,16,16,53,11,539,5001.15,247.868
2025,07,16,16,53,11,639,5001.15,212.804
2025,07,16,16,53,11,739,5001.15,212.804
2025,07,16,16,53,11,839,5001.15,212.804
2025,07,16,16,53,11,939,5001.15,211.81
2025,07,16,16,53,12,039,5001.15,211.81
2025,07,16,16,53,12,139,5001.15,179.06
2025,07,16,16,53,12,239,5001.15,179.06
2025,07,16,16,53,12,339,5001.22,179.06
2025,07,16,16,53,12,439,5001.22,97.4857
2025,07,16,16,53,12,539,5001.18,97.4857
2025,07,16,16,53,12,639,5001.18,97.4857
2025,07,16,16,53,12,739,5001.18,0000
2025,07,16,16,53,12,839,5001.17,0000
2025,07,16,16,53,12,939,5001.17,0000
2025,07,16,16,53,13,039,5001.17,0000
2025,07,16,16,53,13,139,5001.2,0000
2025,07,16,16,53,13,239,5001.2,0000
2025,07,16,16,53,13,339,5001.13,0000
2025,07,16,16,53,13,439,5001.13,0000
2025,07,16,16,53,13,539,5001.13,27.0124
2025,07,16,16,53,13,639,5001.22,27.0124
2025,07,16,16,53,13,739,5001.22,64.4229
2025,07,16,16,53,13,839,5001.22,64.4229
2025,07,16,16,53,13,939,5001.23,64.4229
2025,07,16,16,53,14,039,5001.23,1.65582
2025,07,16,16,53,14,139,5000.98,1.65582
2025,07,16,16,53,14,239,5000.98,1.65582
2025,07,16,16,53,14,339,5000.98,122.077
2025,07,16,16,53,14,439,5001.56,122.077
2025,07,16,16,53,14,539,5001.56,73.9141
2025,07,16,16,53,14,639,5001.56,73.9141
2025,07,16,16,53,14,739,5001.03,73.9141
2025,07,16,16,53,14,839,5001.03,153.403
2025,07,16,16,53,14,939,5001.27,153.403
2025,07,16,16,53,15,039,5001.27,153.403
2025,07,16,16,53,15,139,5001.27,119.417
2025,07,16,16,53,15,239,5001.26,119.417
2025,07,16,16,53,15,339,5001.26,173.701
2025,07,16,16,53,15,439,5001.26,173.701
2025,07,16,16,53,15,538,5001.22,173.701
2025,07,16,16,53,15,638,5001.22,243.68
2025,07,16,16,53,15,739,5001.29,243.68
2025,07,16,16,53,15,839,5001.29,243.68
2025,07,16,16,53,15,939,5001.29,275.85
2025,07,16,16,53,16,039,5001.31,275.85
2025,07,16,16,53,16,139,5001.31,284.651
2025,07,16,16,53,16,239,5001.31,284.651
2025,07,16,16,53,16,339,5001.33,284.651
2025,07,16,16,53,16,439,5001.33,329.394
2025,07,16,16,53,16,539,5001.28,329.394
2025,07,16,16,53,16,639,5001.28,385.252
2025,07,16,16,53,16,739,5001.28,385.252
2025,07,16,16,53,16,839,5001.32,385.252
2025,07,16,16,53,16,939,5001.32,432.391
2025,07,16,16,53,17,039,5001.32,432.391
2025,07,16,16,53,17,139,5001.32,432.391
2025,07,16,16,53,17,239,5001.32,457.773
2025,07,16,16,53,17,339,5001.36,457.773
2025,07,16,16,53,17,439,5001.36,457.773
2025,07,16,16,53,17,539,5001.36,477.405
2025,07,16,16,53,17,639,5001.38,477.405
2025,07,16,16,53,17,738,5001.38,518.218
2025,07,16,16,53,17,839,5001.38,518.218
2025,07,16,16,53,17,939,5001.36,518.218
2025,07,16,16,53,18,039,5001.36,490.341
2025,07,16,16,53,18,139,5001.39,490.341
2025,07,16,16,53,18,239,5001.39,490.341
2025,07,16,16,53,18,339,5001.39,481.812
2025,07,16,16,53,18,439,5001.4,481.812
2025,07,16,16,53,18,539,5001.4,434.821
2025,07,16,16,53,18,639,5001.4,434.821
2025,07,16,16,53,18,739,5001.39,434.821
2025,07,16,16,53,18,839,5001.39,445.741
2025,07,16,16,53,18,939,5001.4,445.741
2025,07,16,16,53,19,039,5001.4,445.741
2025,07,16,16,53,19,139,5001.4,505.797
2025,07,16,16,53,19,239,5001.41,505.797
2025,07,16,16,53,19,339,5001.41,452.507
2025,07,16,16,53,19,439,5001.41,452.507
2025,07,16,16,53,19,539,5001.4,452.507
2025,07,16,16,53,19,639,5001.4,457.469
2025,07,16,16,53,19,739,5001.39,457.469
2025,07,16,16,53,19,839,5001.39,457.469
2025,07,16,16,53,19,939,5001.39,415.467
2025,07,16,16,53,20,039,5001.41,415.467
2025,07,16,16,53,20,139,5001.41,444.531
2025,07,16,16,53,20,239,5001.41,444.531
2025,07,16,16,53,20,339,5001.42,444.531
2025,07,16,16,53,20,439,5001.42,506.122
2025,07,16,16,53,20,539,5001.46,506.122
2025,07,16,16,53,20,639,5001.46,443.965
2025,07,16,16,53,20,739,5001.46,443.965
2025,07,16,16,53,20,839,5001.42,443.965
2025,07,16,16,53,20,939,5001.42,423.691
2025,07,16,16,53,21,039,5001.42,423.691
2025,07,16,16,53,21,139,5001.42,423.691
2025,07,16,16,53,21,239,5001.42,430.508
2025,07,16,16,53,21,339,5001.43,430.508
2025,07,16,16,53,21,439,5001.43,430.508
2025,07,16,16,53,21,539,5001.43,419.32
2025,07,16,16,53,21,639,5001.65,419.32
2025,07,16,16,53,21,738,5001.65,269.397
2025,07,16,16,53,21,839,5001.65,269.397
2025,07,16,16,53,21,939,5001.38,269.397
2025,07,16,16,53,22,039,5001.38,307.168
2025,07,16,16,53,22,138,5001.38,307.168
2025,07,16,16,53,22,238,5001.38,307.168
2025,07,16,16,53,22,339,5001.38,353.767
2025,07,16,16,53,22,439,5001.41,353.767
2025,07,16,16,53,22,539,5001.41,399.03
2025,07,16,16,53,22,639,5001.41,399.03
2025,07,16,16,53,22,739,5001.4,399.03
2025,07,16,16,53,22,839,5001.4,410.379
2025,07,16,16,53,22,939,5001.43,410.379
2025,07,16,16,53,23,039,5001.43,410.379
2025,07,16,16,53,23,139,5001.43,423.372
2025,07,16,16,53,23,239,5001.43,423.372
2025,07,16,16,53,23,339,5001.43,467.635
2025,07,16,16,53,23,439,5001.43,467.635
2025,07,16,16,53,23,539,5001.45,467.635
2025,07,16,16,53,23,639,5001.45,502.526
2025,07,16,16,53,23,739,5001.41,502.526
2025,07,16,16,53,23,839,5001.41,502.526
2025,07,16,16,53,23,939,5001.41,511.608
2025,07,16,16,53,24,039,5001.44,511.608
2025,07,16,16,53,24,139,5001.44,551.61
2025,07,16,16,53,24,239,5001.44,551.61
2025,07,16,16,53,24,339,5001.45,551.61
2025,07,16,16,53,24,439,5001.45,542.964
2025,07,16,16,53,24,539,5001.46,542.964
2025,07,16,16,53,24,639,5001.46,542.964
2025,07,16,16,53,24,739,5001.46,547.719
2025,07,16,16,53,24,839,5001.51,547.719
2025,07,16,16,53,24,939,5001.51,502.624
2025,07,16,16,53,25,039,5001.51,502.624
2025,07,16,16,53,25,139,5001.46,502.624
2025,07,16,16,53,25,239,5001.46,485.474
2025,07,16,16,53,25,339,5001.51,485.474
2025,07,16,16,53,25,439,5001.51,485.474
2025,07,16,16,53,25,539,5001.51,445.84
2025,07,16,16,53,25,639,5001.45,445.84
2025,07,16,16,53,25,739,5001.45,466.697
2025,07,16,16,53,25,839,5001.45,466.697
2025,07,16,16,53,25,939,5001.45,466.697
2025,07,16,16,53,26,039,5001.45,493.748
2025,07,16,16,53,26,139,5001.49,493.748
2025,07,16,16,53,26,239,5001.49,493.748
2025,07,16,16,53,26,339,5001.49,506.587
2025,07,16,16,53,26,439,5001.55,506.587
2025,07,16,16,53,26,539,5001.55,398.079
2025,07,16,16,53,26,639,5001.55,398.079
2025,07,16,16,53,26,739,5001.53,398.079
2025,07,16,16,53,26,839,5001.53,347.635
