Year,Month,Day,Hour,Minute,Second,Millisecond,Voltage,Current
2025,07,15,18,15,28,334.0000,0000
2025,07,15,18,15,28,434.0000,0000
2025,07,15,18,15,28,534.0000,0000
2025,07,15,18,15,28,634.0000,0000
2025,07,15,18,15,28,734.0000,0000
2025,07,15,18,15,28,834.0000,0000
2025,07,15,18,15,28,934.0000,0000
2025,07,15,18,15,29,034.0000,0000
2025,07,15,18,15,29,134.0000,0000
2025,07,15,18,15,29,234.0000,0000
2025,07,15,18,15,29,334.0000,0000
2025,07,15,18,15,29,434.0000,0000
2025,07,15,18,15,29,534.0000,0000
2025,07,15,18,15,29,634.0000,0000
2025,07,15,18,15,29,734.0000,0000
2025,07,15,18,15,29,834.0000,0000
2025,07,15,18,15,29,934.0000,0000
2025,07,15,18,15,30,034.0000,0000
2025,07,15,18,15,30,134.0000,0000
2025,07,15,18,15,30,234.0000,0000
2025,07,15,18,15,30,334.0000,0000
2025,07,15,18,15,30,434.0000,0000
2025,07,15,18,15,30,534.0000,0000
2025,07,15,18,15,30,634.0000,0000
2025,07,15,18,15,30,735.0000,0000
2025,07,15,18,15,30,834.0000,0000
2025,07,15,18,15,30,934.0000,0000
2025,07,15,18,15,31,034.0000,0000
2025,07,15,18,15,31,134.0000,0000
2025,07,15,18,15,31,234.0000,0000
2025,07,15,18,15,31,334.0000,0000
2025,07,15,18,15,31,434.0000,0000
2025,07,15,18,15,31,534.0000,0000
2025,07,15,18,15,31,634.0000,0000
2025,07,15,18,15,31,734.0000,0000
2025,07,15,18,15,31,834.0000,0000
2025,07,15,18,15,31,934.0000,0000
2025,07,15,18,15,32,034.0000,0000
2025,07,15,18,15,32,134.0000,0000
2025,07,15,18,15,32,234.0000,0000
2025,07,15,18,15,32,334.0000,0000
2025,07,15,18,15,32,434.0000,0000
2025,07,15,18,15,32,534.0000,0000
2025,07,15,18,15,32,634.0000,0000
2025,07,15,18,15,32,734.0000,0000
2025,07,15,18,15,32,834.0000,0000
2025,07,15,18,15,32,934.0000,0000
2025,07,15,18,15,33,034.0000,0000
2025,07,15,18,15,33,134.0000,0000
2025,07,15,18,15,33,234.0000,0000
2025,07,15,18,15,33,334.0000,0000
2025,07,15,18,15,33,434.0000,0000
2025,07,15,18,15,33,534.0000,0000
2025,07,15,18,15,33,634.0000,0000
2025,07,15,18,15,33,734.0000,0000
2025,07,15,18,15,33,834.0000,0000
2025,07,15,18,15,33,934.0000,0000
2025,07,15,18,15,34,034.0000,0000
2025,07,15,18,15,34,134.0000,0000
2025,07,15,18,15,34,234.0000,0000
2025,07,15,18,15,34,334.0000,0000
2025,07,15,18,15,34,434.0000,0000
2025,07,15,18,15,34,534.0000,0000
2025,07,15,18,15,34,634.0000,0000
2025,07,15,18,15,34,734.0000,0000
2025,07,15,18,15,34,834.0000,0000
2025,07,15,18,15,34,934.0000,0000
2025,07,15,18,15,35,034.0000,0000
2025,07,15,18,15,35,134.0000,0000
2025,07,15,18,15,35,234.0000,0000
2025,07,15,18,15,35,334.0000,0000
2025,07,15,18,15,35,434.0000,0000
2025,07,15,18,15,35,534.0000,0000
2025,07,15,18,15,35,634.0000,0000
2025,07,15,18,15,37,697.168.005,0000
2025,07,15,18,15,37,734.168.005,0000
2025,07,15,18,15,37,834.168.005,0000
2025,07,15,18,15,37,934.152.705,0000
2025,07,15,18,15,38,034.152.705,0000
2025,07,15,18,15,38,134.138.569,0000
2025,07,15,18,15,38,234.138.569,0000
2025,07,15,18,15,38,334.138.569,0000
2025,07,15,18,15,38,434.125.409,0000
2025,07,15,18,15,38,534.125.409,0000
2025,07,15,18,15,38,634.125.409,0000
2025,07,15,18,15,38,734.113.921,0000
2025,07,15,18,15,38,835.113.921,0000
2025,07,15,18,15,38,934.103.08,0000
2025,07,15,18,15,39,034.103.08,0000
2025,07,15,18,15,39,134.103.08,0000
2025,07,15,18,15,39,234.93.2992,0000
2025,07,15,18,15,39,334.93.2992,0000
2025,07,15,18,15,39,434.93.2992,0000
2025,07,15,18,15,39,534.84.7821,0000
2025,07,15,18,15,39,634.84.7821,0000
2025,07,15,18,15,39,734.76.7441,0000
2025,07,15,18,15,39,834.76.7441,0000
2025,07,15,18,15,39,934.76.7441,0000
2025,07,15,18,15,40,034.69.4433,0000
2025,07,15,18,15,40,134.69.4433,0000
2025,07,15,18,15,40,234.63.0771,0000
2025,07,15,18,15,40,334.63.0771,0000
2025,07,15,18,15,40,434.63.0771,0000
2025,07,15,18,15,40,534.57.1726,0000
2025,07,15,18,15,40,634.57.1726,0000
2025,07,15,18,15,40,734.57.1726,0000
2025,07,15,18,15,40,834.52.4731,0000
2025,07,15,18,15,40,934.52.4731,0000
2025,07,15,18,15,41,034.48.1272,0000
2025,07,15,18,15,41,134.48.1272,0000
2025,07,15,18,15,41,234.48.1272,0000
2025,07,15,18,15,41,334.44.1022,0000
2025,07,15,18,15,41,434.44.1022,0000
2025,07,15,18,15,41,534.44.1022,0000
2025,07,15,18,15,41,634.40.4417,0000
2025,07,15,18,15,41,734.40.4417,0000
2025,07,15,18,15,41,834.36.9448,0000
2025,07,15,18,15,41,934.36.9448,0000
2025,07,15,18,15,42,034.36.9448,0000
2025,07,15,18,15,42,135.33.7283,0000
2025,07,15,18,15,42,234.33.7283,0000
2025,07,15,18,15,42,334.30.8832,0000
2025,07,15,18,15,42,434.30.8832,0000
2025,07,15,18,15,42,534.30.8832,0000
2025,07,15,18,15,42,634.28.2063,0000
2025,07,15,18,15,42,734.28.2063,0000
2025,07,15,18,15,42,834.28.2063,0000
2025,07,15,18,15,42,934.25.8106,0000
2025,07,15,18,15,43,034.25.8106,0000
2025,07,15,18,15,43,134.23.6058,0000
2025,07,15,18,15,43,235.23.6058,0000
2025,07,15,18,15,43,334.23.6058,0000
2025,07,15,18,15,43,435.21.5213,0000
2025,07,15,18,15,43,534.21.5213,0000
2025,07,15,18,15,43,635.19.6393,0000
2025,07,15,18,15,43,734.19.6393,0000
2025,07,15,18,15,43,835.19.6393,0000
2025,07,15,18,15,43,934.17.86,0000
2025,07,15,18,15,44,034.17.86,0000
2025,07,15,18,15,44,134.17.86,0000
2025,07,15,18,15,44,234.16.2661,0000
2025,07,15,18,15,44,334.16.2661,0000
2025,07,15,18,15,44,435.14.7873,0000
2025,07,15,18,15,44,534.14.7873,0000
2025,07,15,18,15,44,634.14.7873,0000
2025,07,15,18,15,44,734.13.4588,0000
2025,07,15,18,15,44,834.13.4588,0000
2025,07,15,18,15,44,934.13.4588,0000
2025,07,15,18,15,45,034.12.2209,0000
2025,07,15,18,15,45,134.12.2209,0000
2025,07,15,18,15,45,235.11.0655,0000
2025,07,15,18,15,45,334.11.0655,0000
2025,07,15,18,15,45,434.11.0655,0000
2025,07,15,18,15,45,534.0000,0000
2025,07,15,18,15,45,635.0000,0000
2025,07,15,18,15,45,734.0000,0000
2025,07,15,18,15,45,834.0000,0000
2025,07,15,18,15,45,934.0000,0000
2025,07,15,18,15,46,034.0000,0000
2025,07,15,18,15,46,134.0000,0000
2025,07,15,18,15,46,235.0000,0000
2025,07,15,18,15,46,334.0000,0000
2025,07,15,18,15,46,434.0000,0000
2025,07,15,18,15,46,534.0000,0000
2025,07,15,18,15,46,634.0000,0000
2025,07,15,18,15,46,734.0000,0000
2025,07,15,18,15,46,834.0000,0000
2025,07,15,18,15,46,934.0000,0000
2025,07,15,18,15,47,034.0000,0000
2025,07,15,18,15,47,134.0000,0000
2025,07,15,18,15,47,234.0000,0000
2025,07,15,18,15,47,334.0000,0000
2025,07,15,18,15,47,434.0000,0000
2025,07,15,18,15,47,534.0000,0000
2025,07,15,18,15,47,634.0000,0000
2025,07,15,18,15,47,734.0000,0000
2025,07,15,18,15,47,834.0000,0000
2025,07,15,18,15,47,934.0000,0000
2025,07,15,18,15,48,034.0000,0000
